BatchNumber,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41
8516,5.000497,20.107,29.86381,45.0989,4.999668,5.039476,23.26283,28.7,36.1,39.4,19.8,802.6666,2052.103,2089.468,787.9475,21.85902,25.33587,31.31926,35.13716,32.15519,140.7449,129.9113,4.999502,59.02815,24.98531,31.46225,5.088696,26.92887,7.475323,54.96657,4.999502,40,40,13,4.959215,11,4.945378,4.94178,5325.324,5032.944,6904.176758
8517,4.999668,20.20266,28.21336,45.82036,4.999668,5.060697,23.28231,28.4,36.2,39.6,19.8,792.3262,2045.589,2075.493,787.9475,22.02698,25.33587,31.31926,35.30513,32.15519,140.8442,130.0793,4.999502,59.02815,25.18955,31.76375,5.089913,26.78666,7.520009,54.94177,4.999502,40,40,13,4.940763,11,4.944479,4.933683,5317.088,5032.944,6904.176758
8518,4.999668,19.72276,28.14851,45.7393,4.998839,5.059774,23.29743,28.2,36.2,39.7,19.8,831.1046,2037.224,2090.136,740.7213,21.85902,25.1847,31.31926,35.30513,32.30636,140.5465,130.0793,5.000978,59.53204,25.05107,32.26785,5.089913,26.93328,7.500858,54.95482,5.000978,40,40,13,4.923232,11,4.946278,4.94178,5317.088,5024.709,6904.176758
8519,5.000497,20.36316,27.78048,46.09274,4.999668,5.056084,23.30364,27.9,36,39.7,19.9,791.6694,2033.122,2124.283,788.0819,21.69105,25.1847,31.31926,35.30513,32.30636,140.6457,130.2472,4.999502,59.53204,25.02823,31.30418,5.092348,26.91737,7.494474,54.92872,4.999502,40,40,13,4.949066,11,4.947178,4.94178,5309.676,5032.944,6904.176758
8520,4.999668,20.90791,28.1177,46.07652,5.000497,5.058852,23.31456,27.6,35.8,39.5,19.9,791.2752,2024.056,2075.162,740.8477,22.02698,25.1847,31.1513,35.30513,32.30636,140.4473,130.4152,5.00024,59.19611,24.46954,31.91479,5.094783,26.724,7.488091,54.92872,5.00024,40,40,13,4.941685,11,4.943579,4.934583,5309.676,5041.181,6904.176758
8521,4.999668,19.73898,27.54053,45.51556,4.999668,5.042244,23.33942,27.4,35.8,39.4,19.9,810.876,2042.28,2089.134,803.2095,21.85902,25.1847,31.1513,35.13716,32.30636,140.6457,130.4152,5.002455,59.53204,24.84507,32.57949,5.081391,27.20732,7.500858,54.94177,5.002455,40,40,13,4.927845,11,4.933683,4.931884,5317.088,5032.944,6912.412109
8522,4.999668,19.38554,27.97341,45.30642,4.999668,5.055161,23.3631,27.5,35.9,39.4,19.9,801.0707,2054.358,2103.829,788.0819,21.85902,25.1847,31.31926,35.13716,32.30636,140.5465,130.5831,5.001717,59.02815,25.23953,31.88228,5.085043,27.09638,7.491282,54.95482,5.001717,40,40,13,4.922309,11,4.931884,4.931884,5325.324,5032.944,6904.176758
8523,5.000497,19.4666,26.91634,45.69228,4.998839,5.055161,23.38914,27.7,36,39.4,19.9,801.3369,2024.209,2074.83,788.0819,21.85902,25.50383,31.31926,35.30513,32.30636,140.5465,130.5831,5.000978,58.69222,25.26031,32.6927,5.083826,26.95639,7.523201,54.97962,5.000978,40,40,13,4.949066,11,4.937282,4.932784,5317.088,5041.181,6904.176758
8524,5.000497,19.56226,28.61381,45.11511,4.999668,5.056084,23.40442,28,36.2,39.5,19.9,762.2571,2038.671,2075.162,674.5162,22.02698,25.50383,31.31926,35.30513,32.30636,140.6457,130.5831,4.998764,59.02815,25.25823,32.02105,5.087479,26.64773,7.500858,54.92872,4.998764,40,40,13,4.949989,11,4.947178,4.938181,5317.088,5032.944,6904.176758
8525,5.000497,20.37938,29.27043,46.09274,5.000497,5.045012,23.436,28.4,36.2,39.6,19.9,782.2581,2045.589,2055.594,740.8477,22.02698,25.33587,31.48723,35.13716,32.47432,140.7449,130.7343,4.998764,59.02815,25.05652,32.35049,5.091131,26.69432,7.488091,54.92872,4.998764,40,40,13,4.921387,11,4.953475,4.928285,5325.324,5032.944,6912.412109
8526,4.999668,21.43645,28.37386,46.5094,4.999668,5.037631,23.48085,28.7,36.1,39.6,19.9,841.4175,2057.987,2089.802,740.8477,21.85902,25.50383,31.48723,35.30513,32.30636,140.6457,130.9023,4.998764,58.86018,24.79343,31.90785,5.093565,26.70908,7.494474,54.96657,4.998764,40,40,13,4.933381,11,4.948078,4.921988,5317.088,5032.944,6904.176758
8527,4.999668,19.89948,27.9572,46.02789,4.998839,5.06531,23.50873,28.8,35.9,39.6,19.9,802.7996,2052.924,2089.802,788.0819,21.85902,25.33587,31.1513,35.30513,32.30636,140.6457,130.9023,5.000978,58.52425,25.09671,31.41946,5.094783,27.04296,7.50405,54.92872,5.000978,40,40,13,4.941685,11,4.938181,4.931884,5317.088,5032.944,6912.412109
8528,4.999668,19.37095,27.92477,43.89753,5.000497,5.036708,23.51612,28.7,35.8,39.4,19.9,792.72,2042.28,2079.774,788.0819,21.85902,25.33587,31.31926,35.13716,32.47432,140.5465,131.0702,5.001717,59.19611,24.86721,32.42728,5.082609,27.37476,7.491282,54.94177,5.001717,40,40,13,4.926,11,4.936382,4.946278,5317.088,5024.709,6904.176758
8529,4.999668,19.97892,27.09144,44.9546,5.000497,5.056084,23.54535,28.4,35.8,39.4,19.9,802.268,2042.28,2054.937,707.6087,21.85902,25.33587,31.1513,35.13716,32.47432,140.7449,131.0702,5.000978,59.19611,24.91478,32.19791,5.086261,27.21408,7.520009,54.92872,5.000978,40,40,13,4.931536,11,4.939081,4.945378,5317.088,5032.944,6904.176758
8530,4.999668,20.57231,27.3168,45.19455,4.999668,5.057006,23.56684,28.2,36,39.4,19.9,792.0636,2040.005,2074.83,788.0819,22.02698,25.33587,31.31926,35.13716,32.30636,140.5465,131.0702,5.001717,58.86018,25.71604,31.44152,5.088696,26.82732,7.50405,54.95482,5.001717,40,40,13,4.941685,11,4.945378,4.942679,5317.088,5032.944,6904.176758
8531,5.000497,20.33074,28.06907,46.41212,4.999668,5.055161,23.59406,27.9,36.1,39.5,19.9,791.6694,2039.338,2089.468,740.8477,22.02698,25.01674,31.1513,35.30513,32.47432,140.8442,131.0702,4.998764,58.86018,25.12197,31.77842,5.096,26.68163,7.484899,54.95351,4.998764,40,40,13,4.948143,11,4.946278,4.937282,5325.324,5032.944,6904.176758
8532,4.999668,20.15564,28.00584,46.66829,4.999668,5.057929,23.59943,27.6,36.2,39.6,20,830.2774,2047.526,2109.379,740.9739,21.85902,25.01674,31.1513,35.30513,32.47432,140.5465,131.2382,5.00024,59.02815,25.35097,32.35564,5.086261,26.70025,7.497666,54.96657,5.00024,40,40,13,4.932458,11,4.945378,4.931884,5317.088,5024.709,6904.176758
8533,4.999668,20.2513,28.66245,45.72308,4.999668,5.042244,23.60615,27.5,36.1,39.7,20.1,801.0707,2046.699,2075.825,741.1002,21.69105,25.1847,30.81537,35.13716,32.47432,140.7449,131.2382,4.999502,58.86018,24.63129,32.44079,5.082609,27.01373,7.494474,54.94177,4.999502,40,40,13,4.924155,11,4.943579,4.933683,5317.088,5041.181,6904.176758
8534,4.999668,20.13943,26.05058,45.19455,4.999668,5.04778,23.63537,27.6,36,39.6,20.1,801.2037,2061.551,2089.802,788.3505,21.85902,25.1847,30.81537,35.13716,32.47432,140.5465,131.4062,4.999502,59.02815,24.92686,31.97424,5.077739,27.21691,7.484899,54.92872,4.999502,40,40,13,4.933381,11,4.947178,4.938181,5309.676,5024.709,6904.176758
8535,4.999668,19.73898,26.38781,44.44228,4.999668,5.056084,23.64511,27.8,35.8,39.4,20.1,801.47,2049.177,2089.134,788.3505,21.85902,25.33587,30.98333,35.13716,32.47432,140.6457,131.5741,4.999502,58.86018,24.54898,32.14961,5.077739,27.34808,7.523201,54.94177,4.999502,40,40,13,4.923232,11,4.942679,4.94088,5325.324,5041.181,6904.176758
8536,4.998839,19.48281,28.02043,44.84274,5.000497,5.055161,23.65922,28.1,35.8,39.4,20.1,802.0021,2045.707,2088.8,741.1002,21.85902,25.33587,30.98333,35.13716,32.47432,140.7449,131.4062,5.001717,58.69222,24.86638,32.36415,5.085043,27.2903,7.500858,54.94177,5.001717,40,40,13,4.930613,11,4.932784,4.94088,5317.088,5032.944,6904.176758
8537,4.999668,20.07458,28.06907,44.68223,5.000497,5.062542,23.68207,28.5,35.9,39.4,20.2,792.4575,2039.675,2054.937,741.2265,22.02698,25.1847,30.98333,35.13716,32.47432,140.7449,131.2382,5.000978,58.52425,25.24179,32.84091,5.082609,27.12692,7.494474,54.92872,5.000978,40,40,13,4.949066,11,4.945378,4.939981,5317.088,5041.181,6912.412109
8538,4.999668,19.97892,27.41245,45.48314,4.999668,5.056084,23.6819,28.8,36.1,39.4,20.2,792.8513,2034.399,2074.83,788.4849,22.02698,25.33587,30.98333,35.13716,32.47432,140.5465,131.0702,5.00024,58.86018,25.14881,32.59936,5.088696,26.90336,7.481707,54.97962,5.00024,40,40,13,4.947221,11,4.939081,4.926486,5333.561,5041.181,6904.176758
8539,4.999668,20.31615,29.43093,44.81031,4.999668,5.042244,23.69181,28.8,36.2,39.6,20.2,802.7996,2040.166,2089.802,788.4849,21.85902,25.1847,30.81537,35.30513,32.47432,140.6457,130.9023,4.999502,59.02815,25.50108,31.39081,5.082609,26.91782,7.507241,54.97962,4.999502,40,40,13,4.932458,11,4.944479,4.932784,5325.324,5032.944,6912.412109
8540,4.999668,19.62711,28.39008,42.80804,4.999668,5.06162,23.69231,28.7,36.1,39.7,20.2,792.72,2044.762,2075.825,788.4849,21.85902,25.33587,30.98333,35.30513,32.30636,140.6457,131.0702,4.998764,58.86018,25.00085,31.31506,5.077739,26.78452,7.475323,54.92872,4.998764,40,40,13,4.934304,11,4.951676,4.948078,5317.088,5032.944,6912.412109
8541,5.000497,20.04377,29.03048,42.55188,5.000497,5.055161,23.69198,28.4,35.9,39.6,20.2,812.088,2051.44,2060.587,788.4849,21.85902,25.33587,30.81537,35.30513,32.30636,140.7449,131.2382,5.00024,57.53327,24.75754,32.33199,5.082609,26.87585,7.516817,54.92872,5.00024,40,40,13,4.937994,11,4.953475,4.952576,5317.088,5032.944,6912.412109
8542,5.000497,20.21887,26.64397,42.80804,5.000497,5.06162,23.69634,28.2,35.8,39.5,20.2,792.0636,2044.267,2089.468,741.2265,22.02698,25.1847,30.64741,35.13716,31.98723,140.5465,131.0702,5.00024,57.70123,24.86189,31.99748,5.082609,27.25704,7.500858,54.92872,5.00024,40,40,13,4.938917,11,4.944479,4.946278,5325.324,5041.181,6912.412109
8543,4.999668,19.69034,27.60538,39.46011,4.999668,5.06162,23.69567,27.8,35.8,39.4,20.2,791.5381,2032.464,2108.705,788.4849,21.85902,25.33587,30.81537,35.30513,31.98723,140.6457,131.0702,5.00024,57.70123,25.36243,32.1891,5.071652,27.42108,7.500858,54.91567,5.00024,40,40,13,4.927845,11,4.94178,4.948078,5333.561,5041.181,6912.412109
8544,4.999668,20.05836,27.52432,39.12289,4.999668,5.049625,23.69298,27.6,36,39.4,20.3,791.2752,2049.84,2089.134,803.7573,22.02698,25.01674,30.81537,35.13716,31.98723,140.5465,130.9023,5.000978,57.8692,25.13736,32.9294,5.085043,27.14412,7.500858,54.91567,5.000978,40,40,13,4.938917,11,4.943579,4.938181,5317.088,5041.181,6912.412109
8545,4.999668,19.25746,27.98962,39.52335,4.999668,5.057006,23.69668,27.6,36.1,39.5,20.3,791.2752,2033.45,2109.042,788.6192,22.02698,25.01674,30.81537,34.9692,31.98723,140.8442,130.2472,5.001717,58.18833,25.43748,32.07971,5.088696,26.84334,7.507241,54.91567,5.001717,40,40,13,4.951834,11,4.942679,4.934583,5317.088,5041.181,6912.412109
8546,5.000497,19.89948,28.67866,40.90142,4.999668,5.045012,23.69382,27.6,36.2,39.6,20.4,801.2037,2050.948,2089.802,741.479,21.85902,25.33587,30.81537,34.9692,31.98723,140.4473,129.4074,5.00024,58.35629,25.12287,31.31312,5.083826,26.98076,7.475323,54.91567,5.00024,40,40,13,4.936149,11,4.950777,4.942679,5325.324,5032.944,6912.412109
8547,5.000497,19.89948,29.12613,43.27172,4.999668,5.053316,23.69483,27.8,36.2,39.6,20.4,801.47,2043.103,2109.379,788.7535,21.85902,25.33587,30.81537,34.9692,31.98723,140.6457,129.4074,5.000978,58.69222,24.82233,32.97005,5.087479,27.0813,7.513625,54.90262,5.000978,40,40,13,4.926923,11,4.948078,4.947178,5325.324,5041.181,6912.412109
8548,4.999668,20.23508,28.61381,45.86738,4.999668,5.045935,23.69584,28.2,35.9,39.5,20.4,802.0021,2060.725,2089.468,741.479,21.85902,25.33587,30.64741,34.9692,31.98723,140.4473,129.9113,4.999502,58.52425,24.70189,31.96605,5.087479,27.24293,7.50405,54.92872,4.999502,40,40,13,4.946298,11,4.944479,4.942679,5317.088,5041.181,6904.176758
8549,4.999668,20.28372,27.30058,46.15596,5.000497,5.049625,23.69651,28.6,35.8,39.4,20.4,812.3571,2047.691,2089.134,788.7535,21.69105,25.33587,30.64741,34.9692,31.98723,140.8442,130.0793,5.00024,58.18833,24.75821,31.32574,5.086261,27.19729,7.494474,54.92872,5.00024,40,40,13,4.937994,11,4.938181,4.932784,5317.088,5041.181,6912.412109
8550,4.999668,20.50746,27.41245,45.05026,4.999668,5.048703,23.70071,28.8,35.8,39.4,20.4,792.8513,2039.345,2084.706,788.7535,22.02698,25.1847,30.81537,35.13716,32.15519,140.4473,130.2472,5.000978,59.02815,25.10699,31.01548,5.091131,27.24227,7.491282,54.91567,5.000978,40,40,13,4.938917,11,4.939081,4.926486,5309.676,5032.944,6912.412109
8551,4.999668,19.41796,27.54053,44.08884,5.000497,5.04778,23.69668,28.8,36,39.5,20.5,802.7996,2056.173,2075.162,788.8878,21.85902,25.33587,31.1513,35.13716,31.98723,140.9434,130.4152,5.00024,58.52425,25.06,30.97144,5.086261,27.34533,7.494474,54.92872,5.00024,40,40,13,4.932458,11,4.938181,4.930084,5325.324,5032.944,6912.412109
8552,4.999668,19.25746,27.82912,43.33657,4.999668,5.050548,23.69651,28.7,36.1,39.5,20.5,792.8513,2042.773,2075.162,741.6052,21.85902,25.1847,30.98333,35.13716,32.47432,140.6457,130.9023,5.001717,58.69222,25.14682,31.47318,5.087479,26.98026,7.494474,54.95352,5.001717,40,40,13,4.955524,11,4.939081,4.933683,5317.088,5041.181,6904.176758
8553,5.000497,20.17185,29.60765,42.88748,4.999668,5.041322,23.6955,28.5,36.2,39.6,20.6,821.9269,2047.03,2060.587,789.022,21.85902,25.01674,30.81537,35.30513,32.47432,140.6457,130.7343,5.000978,58.35629,25.00725,32.09791,5.088696,26.77911,7.510433,54.94177,5.000978,40,40,13,4.934304,11,4.94088,4.939081,5333.561,5041.181,6912.412109
8554,4.999668,19.4666,28.2928,43.19228,4.999668,5.054239,23.69366,28.3,36.1,39.6,20.6,831.2425,2036.396,2060.587,741.7314,21.85902,25.01674,30.98333,35.13716,32.47432,140.5465,130.5831,5.000978,58.52425,25.04223,32.61238,5.094783,26.67253,7.510433,54.92872,5.000978,40,40,13,4.926923,11,4.937282,4.94178,5317.088,5032.944,6912.412109
8555,4.999668,19.96271,28.74189,43.14364,4.999668,5.049625,23.69483,27.9,35.9,39.5,20.6,840.1633,2039.675,2070.206,789.022,21.85902,25.01674,30.81537,35.30513,32.47432,140.7449,130.7343,5.00024,59.02815,24.6347,30.79646,5.092348,26.78464,7.488091,54.92872,5.00024,40,40,13,4.928768,11,4.944479,4.94178,5333.561,5041.181,6912.412109
8556,4.999668,20.31615,28.43709,42.15142,5.000497,5.045935,23.69349,27.7,35.8,39.4,20.6,801.3369,2050.118,2054.937,741.7314,21.69105,25.1847,30.98333,35.13716,32.47432,140.6457,130.7343,4.999502,58.52425,25.23293,32.57765,5.096,26.86349,7.491282,54.95482,4.999502,40,40,13,4.93984,11,4.946278,4.939081,5325.324,5041.181,6904.176758
8557,4.999668,19.72276,27.49189,43.08041,4.998839,5.045935,23.69769,27.6,35.9,39.4,20.7,791.2752,2034.74,2054.937,741.8575,21.85902,25.01674,30.98333,35.13716,32.47432,140.7449,130.7343,4.998764,59.02815,24.67651,31.07926,5.093565,26.87774,7.500858,54.92872,4.998764,40,40,13,4.926,11,4.939081,4.931884,5317.088,5032.944,6912.412109
8558,4.999668,19.4666,27.02821,44.0094,4.998839,5.053316,23.69869,27.6,35.9,39.5,20.7,811.0107,2046.037,2060.257,741.8575,21.85902,25.1847,30.98333,35.13716,32.30636,140.5465,130.5831,5.001717,59.02815,25.02415,32.90154,5.088696,26.91542,7.488091,54.92872,5.001717,40,40,13,4.925077,11,4.939981,4.934583,5317.088,5032.944,6904.176758
8559,4.999668,20.04377,26.5629,42.03956,4.999668,5.040399,23.70105,27.8,36.1,39.6,20.7,811.2802,2036.895,2089.802,789.1562,21.85902,25.01674,30.98333,35.13716,32.30636,140.8442,130.2472,5.001717,59.02815,25.13766,33.25775,5.088696,26.66584,7.513625,54.92872,5.001717,40,40,13,4.944453,11,4.948078,4.948977,5317.088,5032.944,6904.176758
8560,4.999668,19.89948,28.00584,42.69617,4.999668,5.046857,23.70054,28.2,36.2,39.6,20.8,792.0636,2051.939,2055.594,789.2903,21.85902,25.01674,30.98333,35.30513,32.30636,140.6457,129.9113,5.001717,59.02815,25.33637,33.16191,5.096,26.94412,7.50405,54.91567,5.001717,40,40,13,4.94353,11,4.942679,4.94178,5309.676,5041.181,6912.412109
8561,4.999668,19.88327,28.24578,42.55188,5.000497,5.050548,23.70121,28.5,36.1,39.6,20.8,812.2225,2032.951,2109.379,789.2903,21.85902,25.1847,30.98333,35.13716,32.30636,140.6457,129.7433,5.002455,59.36407,24.87716,32.75075,5.094783,26.75987,7.478515,54.94047,5.002455,40,40,13,4.92969,11,4.943579,4.950777,5317.088,5024.709,6904.176758
8562,5.000497,19.78599,28.40629,42.35895,4.999668,5.04778,23.70071,28.7,35.9,39.5,20.9,792.72,2049.954,2109.042,742.1098,21.69105,25.33587,30.98333,34.9692,32.30636,140.6457,129.9113,5.00024,59.19611,24.51958,31.03979,5.10087,26.70891,7.494474,54.92872,5.00024,40,40,13,4.937994,11,4.954375,4.946278,5317.088,5041.181,6904.176758
8563,4.999668,20.8917,28.13392,42.74319,4.999668,5.049625,23.70793,28.7,35.8,39.4,20.9,841.2783,2044.267,2094.044,789.4246,21.85902,25.01674,30.81537,35.13716,32.30636,140.6457,129.9113,4.999502,59.19611,24.56168,31.61029,5.10087,26.70406,7.50405,54.92872,4.999502,40,40,13,4.941685,11,4.949877,4.933683,5309.676,5041.181,6904.176758
8564,4.999668,20.63554,28.16472,43.57652,5.000497,5.050548,23.70911,28.7,35.8,39.5,21,841.2783,2019.085,2089.468,789.5587,21.69105,25.01674,30.98333,35.13716,32.30636,140.5465,129.9113,4.999502,59.36407,24.97608,32.24986,5.092348,26.83851,7.481707,54.91567,4.999502,40,40,13,4.93984,11,4.944479,4.935483,5317.088,5024.709,6904.176758
8565,4.998839,20.13943,28.34144,42.93612,5.000497,5.046857,23.71684,28.4,35.9,39.5,20.9,831.3802,2040.173,2060.257,789.4246,21.85902,25.01674,30.98333,35.13716,32.30636,140.7449,129.9113,4.999502,59.02815,24.8365,33.43738,5.086261,26.97396,7.523201,54.92872,4.999502,40,40,13,4.918619,11,4.943579,4.935483,5317.088,5032.944,6904.176758
8566,4.999668,20.20266,27.68482,43.15985,5.000497,5.051471,23.72557,28.2,36.1,39.6,21,802.0021,2039.836,2089.802,789.5587,21.69105,25.01674,30.81537,34.9692,32.47432,140.5465,130.0793,4.999502,59.02815,25.17085,33.20571,5.077739,27.13533,7.507241,54.95351,4.999502,40,40,13,4.938917,10.7,4.937282,4.931884,5317.088,5041.181,6904.176758
8567,5.000497,19.0013,27.84533,43.7046,4.999668,5.055161,23.73363,27.9,36.2,39.6,21.1,801.603,2047.03,2089.802,804.8514,22.02698,25.01674,30.81537,34.9692,32.30636,140.6457,130.0793,5.000978,59.36407,24.16979,33.29692,5.078957,26.98222,7.491282,54.95351,5.000978,40,40,13,4.94353,11,4.931884,4.936382,5317.088,5041.181,6904.176758
8568,5.000497,19.59468,27.76427,38.9786,4.998839,5.053316,23.71314,27.7,36.1,39.6,21.1,839.8844,2046.699,2075.493,789.6927,21.69105,25.01674,30.81537,34.9692,32.47432,140.6457,130.4152,5.001717,55.53451,24.24958,0.4985226,5.104522,26.69233,7.500858,54.92872,5.001717,40,40,13,4.94353,11,4.956174,4.957973,5317.088,5041.181,6904.176758
8569,2.000696,35.32587,30.50421,27.06063,1.999038,5.000725,23.68694,27.6,36,39.4,21.3,857.4453,2053.256,2089.134,889.3436,20.86803,25.67179,28.16154,23.85,21.52309,140.6457,133.4049,0,37.61278,26.55757,30.91146,0.1546087,22.94856,0,55.05663,0,40,40,13,0.000922645,0.5,0,0,27070.99,21692.02,19558.87891
8570,4.999668,48.43061,37.07198,31.32133,4.999668,5.050548,23.67199,27.7,35.9,39.4,21.3,830.4153,2056.828,2137.245,889.3436,21.35513,27.67056,31.80636,31.32439,21.52309,140.7449,133.4049,4.995811,61.68198,25.30111,31.58282,5.098435,27.14324,7.484899,54.85041,4.995811,40,40,13,4.981359,10.9,5.006555,5.001157,27070.99,21683.78,19558.87891
8571,4.999668,17.38327,37.56971,34.18936,4.999668,5.049625,23.65838,27.9,35.9,39.5,21.3,858.015,2051.44,2109.042,889.3436,21.18716,28.00649,31.48723,30.98846,21.52309,140.4473,132.7331,5.000978,60.85896,25.19522,32.10589,5.068,27.4333,7.488091,54.88956,5.000978,40,40,13,4.942607,11,4.943579,4.999358,4918.463,4267.815,19558.87891
8572,4.999668,20.107,30.21563,34.7179,5.000497,5.051471,23.66006,28.2,35.9,39.5,21.3,831.1046,2046.534,2109.042,889.3436,21.35513,28.00649,32.31025,32.14741,21.52309,140.5465,132.078,5.00024,61.01012,24.97174,31.73738,5.055826,27.63704,7.516817,54.90262,5.00024,40,40,13,4.933381,11,4.942679,4.924686,4918.463,4259.579,6480.842773
8573,4.999668,20.18645,27.38003,30.69715,5.000497,5.050548,23.65553,28.4,36,39.6,21.3,802.4009,2034.57,2157.069,889.3436,22.02698,28.32562,32.14228,32.81926,21.85902,140.1595,130.7343,4.999502,60.69099,25.33309,32.45924,5.089913,26.58738,7.481707,54.94177,4.999502,40,40,13,4.920464,11,4.94088,4.955275,4918.463,4259.579,6447.898438
8574,4.999668,20.37938,28.03664,31.0976,4.999668,5.050548,23.65922,28.6,36.1,39.5,21.3,868.0547,2065.281,2109.042,889.3436,21.52309,25.50383,32.64618,31.81148,21.52309,140.3481,130.5831,4.998764,61.17809,25.20825,31.68666,5.082609,27.189,7.484899,54.94177,4.998764,40,40,13,4.915851,11,4.944479,4.957973,4910.227,4259.579,6432.25
8575,4.999668,21.30836,27.89235,33.06744,4.999668,5.050548,23.65099,28.6,35.9,39.4,21.2,831.6556,2041.168,2103.829,889.1927,21.69105,25.1847,32.14228,36.12815,30.97944,140.1595,131.2382,5.00024,61.34605,25.31145,32.05379,5.075305,27.31792,7.488091,54.95483,5.00024,40,40,13,4.933381,11,4.948977,4.953475,4918.463,4267.815,6415.77832
8576,4.999668,19.99514,28.79053,34.58982,4.999668,5.050548,23.65486,28.4,35.8,39.3,21.2,867.7673,2053.087,2122.925,889.1927,21.52309,25.1847,31.97432,35.80902,30.97944,140.5465,131.0702,4.99655,60.52303,25.45421,32.43309,5.083826,27.04386,7.497666,54.95483,4.99655,40,40,13,4.921387,11,4.94088,4.947178,4918.463,4259.579,6415.77832
8577,4.999668,19.62711,27.15629,34.31744,4.999668,5.050548,23.50168,28.2,35.7,39.2,21.2,858.2997,2056.163,2098.271,889.1927,21.69105,25.01674,31.48723,35.80902,31.6513,140.2488,130.9023,5.001717,60.35506,25.10108,31.46635,5.10087,26.80039,7.507241,54.94177,5.001717,40,40,13,4.958292,11,4.94178,4.939981,4910.227,4259.579,6407.541992
8578,4.999668,19.25746,28.16472,37.61673,4.999668,5.049625,23.49731,28,35.8,39.3,21.3,858.015,2067.67,2108.368,889.3436,21.69105,25.01674,31.31926,35.30513,31.81926,140.6457,130.9023,5.000978,60.85896,24.89704,32.05462,5.093565,26.82413,7.523201,54.94177,5.000978,40,40,13,4.936149,11,4.938181,4.934583,4910.227,4267.815,6399.306641
8579,5.002156,18.50519,33.74027,37.87289,4.999668,5.048703,23.47682,27.7,35.9,39.4,21.2,801.3369,2039.675,2108.705,889.1927,21.69105,25.01674,30.98333,35.30513,31.81926,140.5465,131.0702,5.00024,60.01913,25.45955,31.87528,5.065566,26.90101,7.491282,54.94177,5.00024,40,40,13,4.938917,11,4.881503,4.853614,4959.644,4349.352,6399.306641
